,user,text,date,match
1697,ingrodolfohdez,"@RevistaSemana @MAndreaNieto Yo tengo enormes diferencias con Santos y Petro, no comparto para nada la manera de ver el país, pero los respeto! Los respeto por que son compatriotas descalificados por un jefe de estado extranjero, y los respeto porque eso es la democracia!",Tue Sep 29 01:07:20 +0000 2020,['Petro']
1719,ingrodolfohdez,El Presidente sigue de comentarista en la televisión como si estuviera en campaña para las elecciones… hay que avisarle que las elecciones ya pasaron y que ya lleva dos años de gobierno.,Thu Aug 20 00:10:42 +0000 2020,['campaña']
1726,ingrodolfohdez,"Claro q hay q modificar la constitución! la constitución actual, antes los favorece, pq el voto no es obligatorio y vota menos gente! eso es lo q hay q modificar de nuestra constitución! con el voto obligatorio se les termina el imperio a toda esta ladronera!",Sun Aug 16 15:01:56 +0000 2020,['ladron']
1739,ingrodolfohdez,"Ponen a la senadora Paloma Valencia, de paloma mensajera a decir cosas que ellos no se animan, ellos quieren una justicia que no actúe, que no investigue, que no mande a la cárcel a toda esa ladronera impune que ha tomado por asalto los recursos públicos de Colombia.",Thu Aug 13 11:01:25 +0000 2020,['ladron']
1783,ingrodolfohdez,"¿Qué haría yo, en esta emergencia? lo primero que haría con esos 43 billones es poner plata en el bolsillo de la gente, ¿qué compraría la gente con esa plata? pues comida! medicamentos! ropa! y eso es lo que realmente movería la economía, no los electrodomésticos…",Sun Jul 12 11:01:33 +0000 2020,"['plata', 'plata']"
1790,ingrodolfohdez,@IvanDuque ¿por qué en lugar de darle plata a los hospitales le da plata a los intermediarios financieros?,Fri Jul 10 15:02:25 +0000 2020,"['plata', 'plata']"
1791,ingrodolfohdez,"La economía se reactiva, promoviendo el consumo de alimentos y ropa, no de electrodomésticos importados, la economía se reactiva de abajo hacia arriba protegiendo a los Colombianos más vulnerables con la #RBU, la economía se reactiva poniendo plata en el bolsillo de la gente.",Fri Jul 10 11:01:28 +0000 2020,['plata']
1799,ingrodolfohdez,"Mientras que: “No robar, No mentir, No traicionar” no sea el pan de cada día esto no lo arregla nadie.",Tue Jul 07 17:46:49 +0000 2020,['robar']
1825,ingrodolfohdez,"El Procurador se ha dedicado a perseguirme porque digo las cosas como son; porque como Alcalde denuncié con nombre y apellido, de frente y sin miedo a toda la ladronera politiquera de Santander.",Thu Jun 18 14:20:23 +0000 2020,['ladron']
1837,ingrodolfohdez,"Para q sirven los 3 días sin IVA si nadie va a poder comprar nada? para q sirven los 3 días sin IVA sin prima? todo al revés! en lugar de impulsar el consumo, se le quita la plata de la prima a la gente, hágame el favor!!!!",Sun Jun 14 23:01:51 +0000 2020,['plata']
1847,ingrodolfohdez,"A pesar del robo salvaje q ha sufrido Colombia durante años, todavía hay en las arcas recursos suficientes para aplicar la #RBU, si no lo hacen es pq no quieren! o pq siguen esperando q llueva plata de arriba para abajo, algo q no pasó nunca y mucho menos va a pasar ahora.",Fri Jun 12 11:01:46 +0000 2020,['plata']
1849,ingrodolfohdez,"Se han robado lo q produjeron los Colombianos en los últimos 20 años, se robaron varios PIB, se robaron los millones de dólares q pidieron a la Banca Multilateral y también se van a robar los 11 mil millones q ahora le solicitan al Fondo Monetario Internacional, sin vergüenzas!!!",Thu Jun 11 15:10:26 +0000 2020,"['robar', 'robar', 'robar']"
1851,ingrodolfohdez,"@IvanDuque deje las recetas neoliberales de lado, el único remedio para la reactivación es poner plata en el bolsillo de la gente!!! con la RBU - Renta Básica Universal",Thu Jun 11 11:05:24 +0000 2020,['plata']
1854,ingrodolfohdez,"La plata no escurre de arriba para abajo, la plata brota! brota de abajo para arriba, la plata en el bolsillo de la gente es un brote que hace florecer el consumo, si florece el consumo, si se reactiva el consumo. #EstadoDeBienestar",Wed Jun 10 15:02:00 +0000 2020,"['plata', 'plata', 'plata']"
1855,ingrodolfohdez,"Sin consumo no hay producción, sin consumo no hay reactivación, sin consumo no hay economíaaaaaaaaaa!!!!!!!! Sr. Presidente @IvanDuque no espere que llueva plata de los ricos y les llegue a los pobres, es más fácil que llueva café que plata!!!",Wed Jun 10 11:01:04 +0000 2020,"['plata', 'plata']"
1857,ingrodolfohdez,"Fui el primero en lanzar la propuesta de la RBU (Renta Básica Universal) a la que ahora se suma el partido verde y hasta el presidente de la ANDI,  pero el Presidente @IvanDuque no escucha o no entiende, sigue dandole plata a los ricos!",Tue Jun 09 15:01:14 +0000 2020,['plata']
1865,ingrodolfohdez,"Es muy triste para los Colombianos saber que nos han mentido, saber que nos han manipulado. ¡No robar, No mentir y No traicionar, de eso se trata Colombia!",Sat Jun 06 11:00:56 +0000 2020,['robar']
1875,ingrodolfohdez,"Hilo | La semana pasada puse en la mesa mi propuesta: El #RetoDemocrático2022, si los Colombianos quieren salir de esta dictadura de la corrupción, deben salir primero de los que financian sus campañas ⬇",Tue Jun 02 17:20:02 +0000 2020,['campaña']
1880,ingrodolfohdez,"¿Cuáles son las consecuencias de tener en el poder a politiqueros con campañas financiadas? lo que el #Coronavirus está destapando y poniendo a la vista de todos: No tenemos hospitales, No tenemos agua potable, No tenemos unidades de cuidados intensivos, No tenemos respiradores…",Sun May 31 11:01:04 +0000 2020,['campaña']
1882,ingrodolfohdez,"¡El neoliberalismo no tiene nada de liberal! el neoliberalismo es una cárcel que aprisiona a la economía informal, y los carceleros son la ladronera politiquera y corrupta! ellos son los que aseguran el “sistema”",Sat May 30 11:30:24 +0000 2020,['ladron']
1888,ingrodolfohdez,"La reforma laboral es dividir el trabajo reduciendo horas y salarios para mostrar que se generan nuevos empleos y en realidad, se está reduciendo el empleo que ya existe, ¡una farsa! un compromiso del gobierno con los que les financian las campañas. ¡No tienen escrúpulos!",Wed May 27 15:30:44 +0000 2020,['campaña']
1889,ingrodolfohdez,"¿La reforma laboral es otra de las solicitudes de los q financian las campañas políticas?, es reducir hrs de trabajo como propuso  @AlvaroUribeVel ?, Uribe tira la piedra y esconde la mano: dice reducir hrs pero no dice q también significa reducir salarios y prestaciones!",Wed May 27 00:09:36 +0000 2020,['campaña']
1890,ingrodolfohdez,"He leído que @FenalcoNacional está solicitando la suspensión del pago de la prima, ¿suspender la prima?¿como así? ¿de dónde sale esa idea?. ¡Cuando más se necesita poner plata en el bolsillo de la gente lo que se está proponiendo es quitarsela!
#IngRodolfoHernandez",Tue May 26 15:00:57 +0000 2020,['plata']
1932,ingrodolfohdez,"Estimado Gustavo, mucha energía
@petrogustavo https://t.co/JsVKdKYjvE",Tue Apr 14 21:00:23 +0000 2020,['petro']
1952,ingrodolfohdez,"Yo no pido y nunca pediré lealtad para mí, pido lealtad para quien confía en nosotros, para quien nos da su voto, para ellos y por ellos es que digo: No robar, No mentir, No traicionar.",Mon Mar 09 21:01:15 +0000 2020,['robar']
1955,ingrodolfohdez,"Con solo revisar el patrimonio de los corruptos antes y después de haber sido funcionarios, hay plata de sobra para confiscarla y ponerla a disposición del estado de bienestar que exigen y requieren todos los colombianos.",Sun Mar 08 21:00:59 +0000 2020,['plata']
1963,ingrodolfohdez,"Con la ley que voy a enviar al Congreso cuando si llego a ser presidente también sería extensiva a las amas de casa, a las mujeres madres de familia y a las empleadas domesticas, con esta ley voy a ponerle plata en el bolsillo a la gente pobre para que consuma.",Fri Mar 06 21:01:36 +0000 2020,['plata']
1979,ingrodolfohdez,"Tenemos que votar para sacarlos y después gobernar para quitarles todos sus negocios sucios, acabar con el robo y el despilfarro, lo hice en Bga lo puedo hacer en el país, tenemos q cambiar esto para volver a confiar, para volver a tener el país q nos robaron.",Fri Feb 28 11:00:51 +0000 2020,['robar']
1980,ingrodolfohdez,"La fuerza de los votos que es lo único que nos queda, lo único que todavía no nos han podido robar, es lo único que puede acabar para siempre con la ladronera y la politiquería corrupta y mafiosa.

#IngRodolfoHernandez",Fri Feb 28 01:00:50 +0000 2020,"['robar', 'ladron']"
2005,ingrodolfohdez,"Por eso mi campaña a la presidencia se hará con los recursos q bien puedan aportar los colombianos q quieren cambiar de una vez por todas esta ladronera corrupta del establecimiento politiquería y reemplazar por una verdadera democracia.
#IngRodolfoHernandez #YoApoyoAlingeniero",Fri Feb 21 11:01:13 +0000 2020,"['campaña', 'ladron']"
2006,ingrodolfohdez,"DEMO(pueblo) CRACIA(gobierno): ¡GOBIERNO DEL PUEBLO! esto q tenemos ahora NO ES DEMOCRACIA, es una dictadura de la politiquería corrupta q así como despilfarra y se roba la plata de los impuestos, también va a continuar entregando en bandeja nuestros recursos naturales.",Fri Feb 21 01:00:53 +0000 2020,['plata']
2008,ingrodolfohdez,"Nuestros recursos naturales son nuestra mayor riqueza, ahí está el futuro de Colombia, pero la ladronera politiquera sigue apoyando leyes para q los q explotan nuestros recursos se lleven el 96% y nos dejan tierra ARRASADA, DESOLACIÓN Y RUINA, como quieren hacer con Santurbán.",Thu Feb 20 18:15:22 +0000 2020,['ladron']
2019,ingrodolfohdez,"¡Quieren sacarle la plata del bolsillo a la gente para pagarle los carros, los choferes, los viajes a los politiqueros corruptos del congreso y para que la primera dama use el avión de la presidencia como jet privado para hacer turismo!
#IngRodolfoHernandez #YoApoyoAlingeniero",Tue Feb 18 11:00:34 +0000 2020,['plata']
2117,ingrodolfohdez,Nos robaron tanto que nos quitaron hasta el miedo https://t.co/AuO1wQzNpy,Tue Nov 26 00:32:12 +0000 2019,['robar']
2246,ingrodolfohdez,¿Dónde está la plata? https://t.co/nFvraTr361,Sun Sep 29 14:30:47 +0000 2019,['plata']
2350,ingrodolfohdez,"ME COMPROMETO:
¡Si trancamos a los ladrones la plata sobra! Y con ese dinero lo primero será cancelarles a todos los jóvenes de Colombia lo que deben en el @ICETEX https://t.co/p6Ve4pW6E9",Fri Aug 16 00:37:40 +0000 2019,"['ladron', 'plata']"
2375,ingrodolfohdez,"MIREN, NO LES DEBO FAVORES A NADIE: URIBE -NO EL CENTRO DEMOCRÁTICO-, UNA VEZ ME APOYÓ.
Y le dije: ""Si usted apoya a políticos ladrones, YO LOS ATACO"".
Y una vez estuve con Petro en un almuerzo informativo. LINK VIDEO COMPLETO-&gt; https://t.co/h3zogMVnQx https://t.co/3AZfClseZK",Thu Aug 01 17:10:52 +0000 2019,"['ladron', 'Petro']"
2379,ingrodolfohdez,"¡NO MÁS LADRONES EN LA ADMINISTRACIÓN PÚBLICA!
Si alguien de quien yo tenía buena imagen se alía con ladrones, ¡LO DIRÉ! https://t.co/8bciELRlhd",Wed Jul 31 00:42:49 +0000 2019,['ladron']
2412,ingrodolfohdez,Así se robaron la plata en la contratación de obras en Colombia. LINK VIDEO COMPLETO-&gt; https://t.co/sXUxjJtsYK https://t.co/WNUGXA1P78,Sat Jul 13 16:06:36 +0000 2019,"['robar', 'plata']"
2606,ingrodolfohdez,"INAUGURACIÓN DEL TEATRO SANTANDER: No vamos a realizar discursos politiqueros, porque uno no puede sacar pecho del hacer con la plata de la ciudadanía. Esto sería como aplaudir a un cajero automático por darle su dinero. Lo que si daremos...LINK-&gt; https://t.co/QCNw8GbH1l https://t.co/JbU5wNxlT3",Thu Mar 28 12:49:08 +0000 2019,['plata']
2668,ingrodolfohdez,"#ÉLPORELLA EN EL DÍA INTERNACIONAL DE LA MUJER

Nos pusimos los guantes para unirnos a la campaña internacional #ElPorElla (#HeForShe) de Naciones Unidas, porque compartimos la paridad y equidad...LINK-&gt; https://t.co/yocUC5iXR6 https://t.co/D7z2z5t8BQ",Fri Mar 08 21:38:58 +0000 2019,['campaña']
2711,ingrodolfohdez,"Los concejales deben atender el clamor de los bumangueses y aprobar la inversión de $18 mil millones para tapar huecos. 
LINK-&gt; https://t.co/F8D536IuJp @concejobucara https://t.co/ItI0rOp85O",Tue Feb 26 11:21:15 +0000 2019,['robar']
2768,ingrodolfohdez,"“La Consigna es no robarse la plata y no hacerle favores a los amigos"". El 90% de los Colombianos es gente buena.

Lea las transparentes declaraciones del Alcalde al periódico La Libertad: https://t.co/HiY8Jfa4lt https://t.co/1F7HeRnbNb",Fri Feb 01 15:14:32 +0000 2019,"['robar', 'plata']"
2793,ingrodolfohdez,"60 MIL MILLONES PARA VÍAS METROPOLITANAS Y REGIONALES @AlcaldiaBGA, @GobdeSantander y el @InviasOficial aprobaron ayer licitar en las próximas semanas obras por más de 60 mil millones de pesos con recursos de los peajes del Aeropuerto y Rionegro.
LINK-&gt; https://t.co/3YlsRovcbr https://t.co/ZL4jJQ6N6R",Thu Jan 17 11:57:05 +0000 2019,['robar']
